

//
// Armor techs
// 
ARMOR_0_NAME     | 钛装甲
FUTUREWEAPON_9_DETAIL  | 提高武器技术。 


//
// Hand Weapon techs
//
HANDWEAPON_0_NAME      | 
HANDWEAPON_0_DETAIL    | 

HANDWEAPON_1_NAME      | 手持镭射枪
HANDWEAPON_1_DETAIL    | 单体镭射枪，地面部队的战斗点数+5。

HANDWEAPON_2_NAME      | 离子步枪
HANDWEAPON_2_DETAIL    | 单体激光武器，地面部队的战斗点数+10。

HANDWEAPON_3_NAME      | 聚变步枪
HANDWEAPON_3_DETAIL    | 不稳定但强大的激光武器，地面部队的战斗点数+20。

HANDWEAPON_4_NAME      | 向量步枪
HANDWEAPON_4_DETAIL    | 强大的手持能量武器，遭到攻击的敌人会被原子化。 地面部队的战斗点数+25。

HANDWEAPON_5_NAME      | 等离子步枪
HANDWEAPON_5_DETAIL    | 最有破坏力的手持武器。地面部队的战斗点数+30。


//
// Hyperspace Communication tech
//
HYPERSPACE_0_NAME      | Hyperspace Communications
HYPERSPACE_0_DETAIL    | Allows you to communicate with ship fleets in hyperspace, and change their destinations while en route.


//
// Improved Industrial techs
//
IMPRINDUSTRY_0_NAME     | 工业产出优化9
IMPRINDUSTRY_0_DETAIL   | 将每格工厂的价格降低为9BC。


IMPRINDUSTRY_1_NAME     | 工业产出优化8
IMPRINDUSTRY_1_DETAIL   | 将每格工厂的价格降低为8BC。

IMPRINDUSTRY_2_NAME     | 工业产出优化7
IMPRINDUSTRY_2_DETAIL   | 将每格工厂的价格降低为7BC。

IMPRINDUSTRY_3_NAME     | 工业产出优化6
IMPRINDUSTRY_3_DETAIL   | 将每格工厂的价格降低为6BC。

IMPRINDUSTRY_4_NAME     | 工业产出优化5
IMPRINDUSTRY_4_DETAIL   | 将每格工厂的价格降低为5BC。

IMPRINDUSTRY_5_NAME     | 工业产出优化4
IMPRINDUSTRY_5_DETAIL   | 将每格工厂的价格降低为4BC。

IMPRINDUSTRY_6_NAME     | 工业产出优化3
IMPRINDUSTRY_6_DETAIL   | 将每格工厂的价格降低为3BC。

IMPRINDUSTRY_7_NAME     | 工业产出优化2
IMPRINDUSTRY_7_DETAIL   | 将每格工厂的价格降低为2BC。


//
// Improved Terraforming techs
//
IMPRTFORM_0_NAME        | 环境改造+10
IMPRTFORM_0_DETAIL      | 以每单位人口5BC的成本，把行星人口增加10。


IMPRTFORM_1_NAME        | 环境改造+20
IMPRTFORM_1_DETAIL      | 以每单位人口5BC的成本，把行星人口增加20。

IMPRTFORM_2_NAME        | 环境改造+30
IMPRTFORM_2_DETAIL      | 以每单位人口4BC的成本，把行星人口增加30。

IMPRTFORM_3_NAME        | 环境改造+40
IMPRTFORM_3_DETAIL      | 以每单位人口4BC的成本，把行星人口增加40。

IMPRTFORM_4_NAME        | 环境改造+50
IMPRTFORM_4_DETAIL      | 以每单位人口3BC的成本，把行星人口增加50。

IMPRTFORM_5_NAME        | 环境改造+60
IMPRTFORM_5_DETAIL      | 以每单位人口3BC的成本，把行星人口增加60。

IMPRTFORM_6_NAME        | 环境改造+80
IMPRTFORM_6_DETAIL      | 以每单位人口2BC的成本，把行星人口增加80。

IMPRTFORM_7_NAME        | 环境改造+100
IMPRTFORM_7_DETAIL      | 以每单位人口2BC的成本，把行星人口增加100。

IMPRTFORM_8_NAME        | 彻底环境改造
IMPRTFORM_8_DETAIL      | 以每单位人口2BC的成本，把行星人口增加120。


//
// Industrial Waste techs
//
INDWASTE_0_NAME         | 工业排污减少80%
INDWASTE_0_DETAIL       | 工厂造成的污染是正常水平的80%。

INDWASTE_1_NAME         | 工业排污减少60%
INDWASTE_1_DETAIL       | 工厂造成的污染是正常水平的60%。

INDWASTE_2_NAME         | 工业排污减少40%
INDWASTE_2_DETAIL       | 工厂造成的污染是正常水平的40%。

INDWASTE_3_NAME         | 工业排污减少20%
INDWASTE_3_DETAIL       | 工厂造成的污染是正常水平的20%。

INDWASTE_4_NAME         | 工业0排污
INDWASTE_4_DETAIL       | 工厂不再制造污染。


//
// Missile Defense techs
//
MISSDEF_0_NAME      | 反导弹火箭
MISSDEF_0_BRIEF     | 40%的概率摧毁导弹
MISSDEF_0_DETAIL    | 超光速火箭。能够以40%的概率摧毁以自己为目标的导弹。对方导弹等级每提高1级，效果降低1%。

MISSDEF_1_NAME      | 零之盾
MISSDEF_1_BRIEF     | 75%的概率摧毁导弹
MISSDEF_1_DETAIL    | 初级能量盾。能够以75%的概率摧毁以自己为目标的导弹。对方导弹等级每提高1级，效果降低1%。


MISSDEF_2_NAME      | 闪电盾
MISSDEF_2_BRIEF     | 100%的概率摧毁导弹
MISSDEF_2_DETAIL    | 高级能量盾。能够以100%的概率摧毁以自己为目标的导弹。对方导弹等级每提高1级，效果降低1%。

//
// Missile Weapon techs
//
MISSWPN_0_NAME      | 核导弹
MISSWPN_0_BRIEF     | 2 发, +1 速度
MISSWPN_0_BRIEF2    | 5 发
MISSWPN_0_DETAIL    | 搭载核弹头的导弹，爆炸时造成4点伤害，移动速度为2。


MISSWPN_1_NAME      | 五号火箭弹
MISSWPN_1_BRIEF     | 2 发, +1 速度
MISSWPN_1_BRIEF2    | 5 发
MISSWPN_1_DETAIL    | 高速导弹，爆炸时造成6点伤害，移动速度为2.5。


MISSWPN_2_NAME      | 十号火箭弹
MISSWPN_2_BRIEF     | 2 发, +1 制导
MISSWPN_2_BRIEF2    | 5 发, +1 制导
MISSWPN_2_DETAIL    | 装载了高能弹头的导弹，爆炸时造成8点伤害，移动速度为2.5，制导系统等级+1。

MISSWPN_3_NAME      | 5弹头分离式火箭弹
MISSWPN_3_BRIEF     | 2 发, +1 速度
MISSWPN_3_BRIEF2    | 5 发
MISSWPN_3_DETAIL    | 多弹头型号的五号火箭弹，能在空中分离出5个弹头，每个造成6点伤害，移动速度为2.5。

MISSWPN_4_NAME      | 水星导弹
MISSWPN_4_BRIEF     | 2 发, +2 制导
MISSWPN_4_BRIEF2    | 5 发, +2 制导
MISSWPN_4_DETAIL    | 强力的高速导弹，爆炸时造成10点伤害，移动速度为2，制导系统等级+2。

MISSWPN_5_NAME      | 毒刺导弹
MISSWPN_5_BRIEF     | 2 发, +3 制导
MISSWPN_5_BRIEF2    | 5 发, +3 制导
MISSWPN_5_DETAIL    | 非常精准的导弹。造成15点伤害，移动速度3.5，制导系统等级+3。

MISSWPN_6_NAME      | 7弹头分离式火箭弹
MISSWPN_6_BRIEF     | 2 发, 分离弹头 7
MISSWPN_6_BRIEF2    | 5 发, 分离弹头 7
MISSWPN_6_DETAIL    | 多弹头型号的五号火箭弹，能在空中分离出7个弹头，每个造成10点伤害，移动速度为3，制导系统等级+2。


MISSWPN_7_NAME      | 脉冲导弹
MISSWPN_7_BRIEF     | 2 发, +4 制导
MISSWPN_7_BRIEF2    | 5 发, +4 制导
MISSWPN_7_DETAIL    | 搭载了反物质弹头的导弹，爆炸时造成20点伤害，移动速度为4，制导系统等级+4。


MISSWPN_8_NAME      | 赫拉克勒斯导弹
MISSWPN_8_BRIEF     | 2 发, +5 制导
MISSWPN_8_BRIEF2    | 5 发, +5 制导
MISSWPN_8_DETAIL    | 先进的导弹，爆炸时造成25伤害，移动速度为4.5，制导系统等级+5。


MISSWPN_9_NAME      | 锡安导弹
MISSWPN_9_BRIEF     | 2 发, +6 制导
MISSWPN_9_BRIEF2    | 5 发, +6 制导
MISSWPN_9_DETAIL    | 导弹技术的精华产物，造成30点伤害，移动速度为5，制导系统等级+6。


MISSWPN_10_NAME      | 10弹头分离式导弹
MISSWPN_10_BRIEF     | 2 发, 分离弹头 10
MISSWPN_10_BRIEF2    | 5 发, 分离弹头 10
MISSWPN_10_DETAIL    | 多弹头型号的毒刺导弹，能分离出10个弹头，每个弹头造成15点伤害，速度为3.5，制导系统等级+3。


//
// Personal Shield techs for ground combat
//
// default "no shield" tech that each player starts with
PERSSHIELD_0_NAME     | 
PERSSHIELD_0_DETAIL   | 

PERSSHIELD_1_NAME     | 单兵力场盾
PERSSHIELD_1_DETAIL   | 为地面部队提供单方向的立场盾。地面战斗的点数+10。


PERSSHIELD_2_NAME     | 单兵吸收盾
PERSSHIELD_2_DETAIL   | 吸收手持武器的伤害。地面战斗的点数+20。

PERSSHIELD_3_NAME     | 单兵无限盾
PERSSHIELD_3_DETAIL   | 将士兵包围在一个几乎不可穿透的力场终。地面战斗的点数+30。


//
// Planetary Shield techs 
//
PLANETSHIELD_0_NAME    | 5级行星盾
PLANETSHIELD_0_DETAIL  | 吸收5点对行星地表造成的伤害，增强导弹基地的力场盾等级。

PLANETSHIELD_1_NAME    | 10级行星盾
PLANETSHIELD_1_DETAIL  | 吸收10点对行星地表造成的伤害，增强导弹基地的力场盾等级。

PLANETSHIELD_2_NAME    | 15级行星盾
PLANETSHIELD_2_DETAIL  | 吸收15点对行星地表造成的伤害，增强导弹基地的力场盾等级。

PLANETSHIELD_3_NAME    | 20级行星盾
PLANETSHIELD_3_DETAIL  | 吸收20点对行星地表造成的伤害，增强导弹基地的力场盾等级。


//
// Repulsor tech 
//
REPULSOR_0_NAME    | 弹射激光
REPULSOR_0_BRIEF   | 将敌方飞船弹开1格
REPULSOR_0_DETAIL  | 将敌方飞船从防御飞船的身边弹开1格，这个武器对1格内的敌人起作用。




//
// Reserve Fuel tech 
//
RSRVFUEL_0_NAME    | 备用燃料箱
RSRVFUEL_0_BRIEF   | 将飞船的航行距离提高%1光年
RSRVFUEL_0_DETAIL  | 备用燃料箱可以提高飞船的航行距离


//
// Robotic Controls techs 
//
ROBOTCTRL_0_NAME     | 自动化控制3阶
ROBOTCTRL_0_DETAIL   | 允许每单位人口控制2个工厂。升级改装成本等于工厂的制造成本。

ROBOTCTRL_1_NAME     | 自动化控制4阶
ROBOTCTRL_1_DETAIL   | 允许每单位人口控制4个工厂。升级改装成本等于工厂的制造成本。

ROBOTCTRL_2_NAME     | 自动化控制5阶
ROBOTCTRL_2_DETAIL   | 允许每单位人口控制2个工厂。升级改装成本等于工厂制造成本的1.5倍。

ROBOTCTRL_3_NAME     | 自动化控制6阶
ROBOTCTRL_3_DETAIL   | 允许每单位人口控制6个工厂。升级改装成本等于工厂的制造成本的2倍。

ROBOTCTRL_4_NAME     | 自动化控制7阶
ROBOTCTRL_4_DETAIL   | 允许每单位人口控制7个工厂。升级改装成本等于工厂的制造成本的2.5倍。


//
// Scanner techs 
//
SCANNER_0_NAME       | 战场扫描
SCANNER_0_BRIEF      | 扫描战场上的敌方舰船
SCANNER_0_DETAIL     | 展示敌方舰船的科技参数。

SCANNER_1_NAME       | 太空雷达
SCANNER_1_BRIEF      | 探测5光年内的敌方舰船
SCANNER_1_DETAIL     | 能够探测到距离殖民地5光年、或距离己方舰船1光年的敌方舰船。


SCANNER_2_NAME       | 增强太空雷达
SCANNER_2_BRIEF      | 探测7光年内的敌方舰船
SCANNER_2_DETAIL     | 能够探测到距离殖民地7光年、或距离己方舰船2光年的敌方舰船。能够了解到对方的目的地。

SCANNER_3_NAME       | 高级太空雷达
SCANNER_3_BRIEF      | 探测9光年内的敌方舰船
SCANNER_3_DETAIL     | 能够探测到距离殖民地9光年、或距离己方舰船3光年的敌方舰船。


//
// Ship Inertial techs 
//
SHIPINERTIAL_0_NAME     | 惯性稳定器
SHIPINERTIAL_0_BRIEF    | 可操作性+2
SHIPINERTIAL_0_DETAIL   | 降低飞船的惯性，战斗中飞船的可操作性+2，且增加2点防御和1点速度。


SHIPINERTIAL_1_NAME     | 惯性吸收器
SHIPINERTIAL_1_BRIEF    | 可操作性+4
SHIPINERTIAL_1_DETAIL   | 抵消飞船的惯性，战斗中飞船的可操作性+4，同时让黑洞的效果减少30%。


//
// Ship Inertial techs 
//
SHIPNULLIFIER_0_NAME     | Technology Nullifier
SHIPNULLIFIER_0_BRIEF    | Destroys enemy computers
SHIPNULLIFIER_0_DETAIL   | Scrambles enemy Battle Computers and ECM, reducing them from 2-6 levels per attack. Its range exceeds most ship weapons.

SHIPNULLIFIER_1_NAME     | Warp Dissipator
SHIPNULLIFIER_1_BRIEF    | Reduces speed of enemy ships
SHIPNULLIFIER_1_DETAIL   | Warp Dissipators are long-range weapons that disrupt enemy starship engines, reducing their speed with each attack.


//
// Ship Weapon techs 
//
SHIPWPN_0_NAME         | Laser
SHIPWPN_0_ITEM2        | Heavy Laser
SHIPWPN_0_DETAIL       | Direct-fire beam weapon that inflicts 1-4 points of damage. Heavy lasers have a two space range and do 1-7 points of damage.

SHIPWPN_1_NAME         | Gatling Laser
SHIPWPN_1_BRIEF        | Fires 4 times/turn
SHIPWPN_1_DETAIL       | An advanced laser that fires up to four times per turn for 1-4 points of damage with each hit.

SHIPWPN_2_NAME         | Neutron Pellet Gun
SHIPWPN_2_BRIEF        | Halves Shield Strength
SHIPWPN_2_DETAIL       | Heavy particle stream weapon that halves the effectiveness of enemy deflector shields and inflicts 2 to 5 points of damage.

SHIPWPN_3_NAME         | Ion Cannon
SHIPWPN_3_ITEM2        | Heavy Ion Cannon
SHIPWPN_3_DETAIL       | High intensity beam weapons capable of inflicting 3-8 points of damage. Heavy ion cannons strike for 3-15 and have a two space range.

SHIPWPN_4_NAME         | Mass Driver
SHIPWPN_4_BRIEF        | Halves Shield Strength
SHIPWPN_4_DETAIL       | A linear accelerator that halves the effectiveness of enemy deflector shields and inflicts 5-8 points of damage.

SHIPWPN_5_NAME         | Neutron Blaster
SHIPWPN_5_ITEM2        | Heavy Neutron Blaster
SHIPWPN_5_DETAIL       | High powered beam weapons capable of inflicting 3-12 points of damage. Heavy neutron blasters strike for 3-24 points and have a 2 space range.

SHIPWPN_6_NAME         | Graviton Beam
SHIPWPN_6_BRIEF        | Streaming Attack
SHIPWPN_6_DETAIL       | Tractor-repulsor beam capable of rendering ships to pieces. It strikes for 1-15 points damage, and the continuous streaming effect allows excess damage to carry over to other ships.

SHIPWPN_7_NAME         | Hard Beam
SHIPWPN_7_BRIEF        | Halves Shield Strength
SHIPWPN_7_DETAIL       | An energy-to-matter beam weapon that halves the effectiveness of enemy deflector shields, and inflicts 8-12 points of damage.

SHIPWPN_8_NAME         | Fusion Beam
SHIPWPN_8_ITEM2        | Heavy Fusion Beam
SHIPWPN_8_DETAIL       | High intensity beam weapon capable of doing 4-16 points of damage. Heavy fusion beams strike for 4-30 points and have a 2 space range.

SHIPWPN_9_NAME         | Megabolt Cannon
SHIPWPN_9_BRIEF        | +3 levels to hit
SHIPWPN_9_DETAIL       | Releases multiple bolts of pure energy in a wide field. It has a +30% bonus chance to hit and strikes for 2-20 points of damage.

SHIPWPN_10_NAME        | Phasor
SHIPWPN_10_ITEM2       | Heavy Phasor
SHIPWPN_10_DETAIL      | Phased-energy beams capable of inflicting 5 to 20 points of damage. Heavy phasors strike for 5-40 points of damage and have a two-space range.

SHIPWPN_11_NAME        | Auto Blaster
SHIPWPN_11_BRIEF       | Fires 3 times/turn
SHIPWPN_11_DETAIL      | An advanced neutron blaster that fires up to three times per turn for 4-16 points of damage per hit.

SHIPWPN_12_NAME        | Tachyon Beam
SHIPWPN_12_BRIEF       | Streaming Attack
SHIPWPN_12_DETAIL      | Fires an intense stream of tachyon particles that strike enemy ships for 1-25 hits. The continuous streaming effect allows excess damage to carry over to other ships.

SHIPWPN_13_NAME        | Gauss Autocannon
SHIPWPN_13_BRIEF       | 1/2 Shields, Fires 4x
SHIPWPN_13_DETAIL      | An advanced linear accelerator capable of firing 4 explosive rounds per turn that inflict 7 to 10 points of damage each. These projectile rounds also halve the effectiveness of enemy shields.

SHIPWPN_14_NAME        | Particle Beam
SHIPWPN_14_BRIEF       | Halves Shield Strength
SHIPWPN_14_DETAIL      | High intensity particle accelerators capable of striking enemy ships for 10-20 points of damage and halving the effectiveness of deflector shields.

SHIPWPN_15_NAME        | Plasma Cannon
SHIPWPN_15_DETAIL      | Fires intense bolts of energy that inflict 6-30 points of damage at a range of 1.

SHIPWPN_16_NAME        | Death Ray
SHIPWPN_16_DETAIL      | An ancient weapon of unbelievably destructive power that inflicts 200-1000 points of damage and has a one-space range.

SHIPWPN_17_NAME        | Disruptor
SHIPWPN_17_DETAIL      | Unleashes tremendous bolts of pure energy that can strike enemy targets up to two spaces away for 10-40 points of damage.

SHIPWPN_18_NAME        | Pulse Phasor
SHIPWPN_18_BRIEF       | Fires 3 times/turn
SHIPWPN_18_DETAIL      | An advanced phasor capable of firing 3 burst per turn for 5-20 points of damage with each hit.

SHIPWPN_19_NAME        | Tri-Focus Plasma Cannon
SHIPWPN_19_DETAIL      | Fires a triad of high-intensity plasma beams capable of inflicting 20 to 50 points of damage.

SHIPWPN_20_NAME        | Stellar Converter
SHIPWPN_20_BRIEF       | Hits All Four Shields
SHIPWPN_20_DETAIL      | Surrounds the target with an extremely powerful matter-energy conversion field, inflicting four 10 to 35-point attacks. It has a range of 3 spaces.

SHIPWPN_21_NAME        | Mauler Device
SHIPWPN_21_DETAIL      | Unleashes enormous amounts of focused energy at enemy targets, inflicting 20-100 points of damage.

SHIPWPN_22_NAME        | The Amoeba Stream
SHIPWPN_22_DETAIL      | A stream that does 250-1000 points of damage and has a range of 3 spaces. Its continuous streaming effect allows it to carry damage over from one ship to another.

SHIPWPN_23_NAME        | The Crystal Ray
SHIPWPN_23_DETAIL      | A beam that surrounds a target's shields, delivering 4 attacks for 100-300 points of damage each. It has a range of 3 spaces.


//
// Soil Enrichment techs
//
SOILENRICH_0_NAME     | Soil Enrichment
SOILENRICH_0_DETAIL   | Converts standard planets to fertile enviroments, increasing population growth by 50% and raising the base planetary size by +25% for a one-time cost of 150 BC.

SOILENRICH_1_NAME     | Advanced Soil Enrichment
SOILENRICH_1_DETAIL   | Converts standard and fertile planets to gaias, doubling the population growth and increasing the planet's base size by +50% for a one-time cost of 300 BC.


//
// Stargate tech
//
STARGATE_0_NAME      | Intergalactic Star Gates
STARGATE_0_DETAIL    | Allows your ships to move between any two planets equipped with star gates in only one turn. Cost 3000 BC to build.


//
// Stasis Field tech
//
STASIS_0_NAME      | Stasis Field
STASIS_0_BRIEF     | Enemy frozen for 1 turn
STASIS_0_DETAIL    | Freezes one group of enemy ships, up to one space away, for one turn. Frozen ships cannot attack or be attacked.


//
// Stream Weapon techs
//
STREAMWPN_0_NAME    | Ion Stream Projector
STREAMWPN_0_BRIEF   | Reduces enemy armor by 20%
STREAMWPN_0_DETAIL  | Fires an intense ionic blast, reducing the armor of every target in the opponent's group by 20% plus 1% per 2 firing ships, up to a maximum of 50% of its starting hit points per attack.

STREAMWPN_1_NAME    | Neutron Stream Projector
STREAMWPN_1_BRIEF   | Reduces enemy armor by 40%
STREAMWPN_1_DETAIL  | Fires a blast of concentrated neutrinos, reducing the armor of every target in the opposing group by 40% plus 1% per firing ship, up to a maximum of 75% of its hit points per attack.


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Sub-Space Interdictor
SUBSPACEINT_0_DETAIL  | Prevents the use of enemy sub-space teleporters and combat transporters. The device is automatically added to missile bases.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Sub-Space Teleporter
SUBSPACETEL_0_BRIEF   | Teleports ship in combat
SUBSPACETEL_0_DETAIL  | Teleports ships to any space on the combat map and before determining combat initiative normally.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Anti-Matter Torpedos
TORPEDO_0_BRIEF       | Fires one per 2 turns
TORPEDO_0_DETAIL      | High energy tracking torpedoes that deliver 30 points of damage but may only be fired every other turn. Each torpedo is equipped with a +4 level targeting computer.

TORPEDO_1_NAME        | Hellfire Torpedoes
TORPEDO_1_BRIEF       | Hits all four shields
TORPEDO_1_DETAIL      | Enveloping energy torpedoes that simultaneously strike all shields. They move at speed 5, are guided by a +6 level targeting computer, delivering damage equal to four 25-point attacks.

TORPEDO_2_NAME        | Proton Torpedoes
TORPEDO_2_BRIEF       | Fires one per 2 turns
TORPEDO_2_DETAIL      | High-yield energy torpedoes that deliver 75 points of damage but may be fired only every other turn. Each torpedo is equipped with a +6 level targeting computer.

TORPEDO_3_NAME        | Plasma Torpedoes
TORPEDO_3_BRIEF       | Loses 15 damage/hex
TORPEDO_3_DETAIL      | Pure energy torpedoes that deliver 150 points of damage and move at speed 6, but loses 15 damage per space traveled. The launcher fires every other turn and has a +7 guidance computer.

